selenographic crater coordinates: ID, X, Y, Z, a_dia_metres, b_dia_metres, angle(degree)
09-1-024961, -1721552.91457128, 139934.29271106, -187703.79872177, 4.62, 4.31, 2.23
09-1-025240, -1701496.09629124, 302531.14611571, -178730.80298477, 5.49, 4.71, 1.53
09-1-025256, -1700119.15063429, 308626.84607057, -181392.12643075, 5.53, 5.02, 2.03
09-1-025259, -1701758.84539247, 306838.70738752, -168598.93172034, 4.08, 3.98, 3.10
09-1-025265, -1696784.81914059, 318433.63061706, -195141.12950906, 4.46, 4.15, 1.52
09-1-025295, -1690811.10085030, 350550.25025977, -191914.31234850, 5.86, 5.74, 1.67
09-1-025437, -1671676.87734515, 438026.12678577, -179410.95285018, 4.95, 4.86, 0.66
09-1-025483, -1664097.15005263, 466628.61767814, -177755.92353141, 4.16, 3.98, 3.01
09-1-025490, -1659473.39291020, 479013.75918769, -187756.85535284, 12.58, 12.16, 0.23
09-1-025549, -1650635.01922951, 503578.90118581, -200925.56724743, 17.56, 12.54, 2.62
09-1-025743, -1596788.75044232, 657594.63351751, -190771.44553054, 6.99, 6.25, 1.28
09-1-025754, -1600414.97090069, 646024.83623573, -199706.26400673, 5.98, 4.85, 2.81
09-1-025803, -1567190.55692622, 727365.89983463, -182787.76227926, 13.47, 13.35, 0.65
09-1-025844, -1564679.49482555, 729123.38815257, -196763.62296262, 5.14, 3.68, 1.97
09-1-026075, -1497575.16130553, 858502.63443292, -196978.73720896, 7.09, 6.89, 2.81
09-1-026170, -1460431.09751991, 924888.14366704, -174016.35296989, 4.51, 4.34, 1.97
09-1-026222, -1425023.21736450, 976026.04391720, -187725.20227039, 4.74, 4.50, 1.00
09-1-026232, -1424065.69969563, 979135.83566806, -178573.95739866, 4.38, 4.30, 0.73
09-1-026551, -1331401.63068635, 1098733.21083315, -196758.19987489, 6.09, 5.80, 2.25
09-1-026590, -1311586.74638187, 1123411.56032452, -190382.33333128, 8.40, 7.90, 2.81
09-1-026716, -1272122.74748589, 1169039.46525203, -183328.13208068, 4.61, 4.27, 0.68
09-1-026718, -1272975.79038033, 1168922.13254387, -178079.88419437, 4.65, 4.24, 0.97
09-1-026766, -1262376.30547308, 1177638.14070273, -195277.32316461, 13.27, 12.19, 2.46
09-1-027049, -1182618.03830747, 1256237.09023917, -204552.45923041, 9.92, 9.54, 2.09
09-1-027578, -973839.08544409, 1426899.15065132, -184810.73976356, 5.83, 5.60, 1.67
09-1-027579, -969856.57261794, 1428655.51844787, -192042.69878913, 9.54, 7.82, 0.29
09-1-027587, -968561.71685784, 1431097.63775663, -180018.08754894, 6.21, 5.79, 0.31
09-1-027597, -955815.77052869, 1438182.68846863, -191325.71023724, 9.15, 8.35, 0.52
09-1-027677, -862131.68366267, 1497840.71425697, -178215.92167686, 4.82, 4.77, 2.73
09-1-027743, -756566.87618104, 1554220.12606145, -174828.83518231, 5.47, 5.20, 0.75
09-1-027858, -733639.54956357, 1561113.88724937, -207978.85073563, 4.75, 4.05, 1.37
09-1-027973, -715214.75645856, 1570266.99447259, -203194.92664419, 5.29, 4.39, 1.62
09-1-028120, -517280.96293073, 1648527.90764367, -182578.48479335, 13.65, 13.20, 2.31
09-1-028226, -449304.56831870, 1668670.14191081, -179510.78625892, 5.23, 4.69, 0.25
09-1-028239, -434768.75933302, 1671734.20463468, -186653.78368115, 4.38, 3.80, 0.42
09-1-028424, -332410.74081193, 1693529.41350972, -200049.95618666, 5.34, 5.18, 2.19
09-1-028706, -192825.54493561, 1717914.57133745, -173627.74780188, 5.40, 5.22, 2.10
09-1-028707, -189894.26367140, 1717182.97277869, -183797.62409679, 8.29, 7.80, 2.71
09-1-028820, -129216.75598778, 1720737.03443411, -202301.37987395, 8.75, 8.44, 3.06
09-1-029157, -69035.42693784, 1718159.01443040, -248440.07518729, 5.01, 4.72, 1.23
09-1-029315, -175184.06088277, 1713174.42268884, -230005.87439757, 4.09, 3.92, 2.42
09-1-029454, -230433.97148390, 1709471.88001444, -207761.48879439, 9.37, 9.25, 0.65
09-1-029460, -240829.14315405, 1707102.31655951, -215317.82231123, 4.28, 4.10, 2.59
09-1-029589, -301587.10506198, 1696358.39891306, -223544.53806222, 4.59, 4.06, 0.35
09-1-029664, -326950.09523524, 1690992.18217550, -228490.33906715, 5.36, 5.18, 2.50
09-1-029961, -514857.11455231, 1646737.59673355, -204294.39321501, 4.52, 4.15, 3.05
09-1-029964, -515142.02523246, 1645329.57846494, -214657.94200954, 4.68, 4.37, 0.11
09-1-030573, -814818.09477812, 1521095.19055136, -202236.62799715, 5.10, 4.79, 0.23
09-1-030657, -861695.10687951, 1494125.28969699, -208877.76681064, 4.75, 4.58, 2.87
09-1-030691, -885691.83881303, 1476430.87409229, -232939.04929630, 5.15, 3.84, 2.84
09-1-030698, -903956.91802181, 1467466.50417898, -219003.90287217, 4.66, 4.14, 2.31
09-1-030831, -964000.98328864, 1427255.01414913, -228481.92227111, 7.62, 7.28, 2.27
09-1-031080, -1017672.39318528, 1387726.84037324, -238989.28146729, 6.69, 5.05, 1.39
09-1-031138, -1029126.15056753, 1378367.76540759, -244050.05532335, 10.58, 8.50, 2.20
09-1-031142, -1022983.10703574, 1385666.20812333, -228020.79375490, 5.59, 5.05, 0.17
09-1-031191, -1047973.79434756, 1363773.62228374, -245827.56868155, 4.21, 4.05, 1.75
09-1-031201, -1049578.51693534, 1366306.07740158, -223945.08175739, 10.56, 8.89, 2.70
09-1-031210, -1055709.97561849, 1361356.49872669, -225263.60281728, 5.56, 5.36, 1.43
09-1-031236, -1067802.64877351, 1351442.12404706, -227948.34639331, 12.33, 11.55, 1.71
09-1-031250, -1081048.20444113, 1340092.70567929, -232475.97695196, 4.93, 4.47, 1.74
09-1-031434, -1177575.85641758, 1256054.10065734, -232813.14096133, 11.77, 11.23, 0.30
09-1-031496, -1204413.86106127, 1230980.95110586, -229416.45385196, 4.96, 4.91, 0.93
09-1-031589, -1236794.52829836, 1198076.93230460, -231321.67873083, 7.39, 7.26, 2.35
09-1-031712, -1040281.70420368, 1376048.00609049, -207037.72804367, 7.63, 7.47, 1.03
09-1-031715, -1050754.78784383, 1367787.89195863, -208876.56267429, 4.35, 4.28, 0.39
09-1-031733, -1050507.28325487, 1368800.40108537, -203417.47667546, 4.44, 3.78, 0.77
09-1-031800, -1151329.86711517, 1284305.02636783, -208707.68154261, 4.98, 4.46, 2.64
09-1-032049, -1288274.99411777, 1141654.76298692, -235649.53146598, 6.27, 5.69, 2.31
09-1-032238, -1362941.27104934, 1049719.76881203, -242977.89742202, 4.90, 4.82, 1.69
09-1-032250, -1384102.81305184, 1021903.56259369, -241932.37001342, 4.56, 3.73, 0.46
09-1-032377, -1400190.27696005, 1007176.72493600, -208856.39337524, 5.28, 4.63, 0.29
09-1-032545, -1442239.35685636, 942984.27097815, -222002.39237980, 6.68, 6.49, 2.55
09-1-032722, -1458722.77417731, 915019.59368422, -231140.15503677, 12.94, 12.51, 2.27
09-1-032809, -1522852.41966894, 804030.25604331, -230249.02882616, 6.84, 6.53, 0.98
09-1-032825, -1536224.11755480, 785279.95415091, -204718.37790415, 4.10, 3.95, 0.21
09-1-032915, -1547854.22083823, 753701.99607020, -233750.66235854, 5.92, 4.66, 1.51
09-1-032920, -1550667.43369343, 747286.07489834, -235696.39866926, 4.88, 4.65, 2.19
09-1-032930, -1553022.61805859, 742684.49828151, -234732.28114344, 4.48, 3.86, 0.58
09-1-032951, -1568331.35069260, 717475.35687928, -210058.67443566, 5.48, 5.06, 1.03
09-1-032957, -1565634.91548628, 720442.69301963, -219791.71386767, 5.29, 4.89, 0.13
09-1-033030, -1583328.05723091, 678157.37079522, -227450.22229382, 10.13, 9.19, 2.19
09-1-033139, -1636521.84772246, 545128.09717341, -207822.90441426, 5.47, 5.34, 0.69
09-1-033206, -1649888.26572609, 497596.52922022, -220964.17068691, 6.27, 5.16, 1.82
09-1-033244, -1661304.50766384, 462907.02280306, -210578.20650633, 4.86, 4.64, 2.81
09-1-033277, -1666855.69887491, 439499.82680808, -216773.47938320, 17.19, 12.98, 2.35
09-1-033377, -1685621.43442233, 357490.50379477, -222350.35307499, 6.97, 5.37, 1.66
09-1-033399, -1686618.60045954, 342165.56688299, -238325.78841485, 4.38, 4.22, 1.33
09-1-033527, -1700599.42434597, 269957.03425662, -231610.78897475, 4.67, 4.51, 2.60
09-1-033578, -1703063.65912913, 264135.18781767, -219921.65766525, 6.74, 6.07, 1.62
09-1-033678, -1714097.98670699, 179644.77270549, -219441.58130726, 8.33, 8.13, 0.17
09-1-033754, -1719218.17773582, 118832.49773280, -220740.69589747, 4.45, 4.24, 2.04
09-1-033841, -1722045.14360495, 79402.34410369, -216366.70524240, 6.33, 5.51, 1.83
09-1-033848, -1720631.06016319, 75304.90285464, -228728.41189440, 7.96, 7.49, 0.50
09-1-033855, -1721342.04442113, 64622.96997751, -226636.70898463, 4.42, 4.08, 1.83
09-1-033917, -1720188.25645141, 37024.01143649, -241123.09085571, 4.91, 4.66, 1.79
09-1-033929, -1717079.17392993, 36687.25172850, -262396.48628884, 5.47, 5.21, 1.47
09-1-033933, -1718132.30384323, 51113.03050832, -252918.17768325, 7.15, 6.55, 3.02
09-1-033998, -1714827.10024032, 61621.16476839, -272267.53081106, 4.75, 4.70, 2.48
09-1-034026, -1715495.34228537, 91977.03915308, -259180.85358651, 4.06, 3.97, 0.40
09-1-034067, -1712332.76633542, 110131.38989570, -272665.24218120, 4.15, 3.90, 1.12
09-1-034126, -1716657.67522599, 130853.98960849, -233500.36293598, 4.41, 4.17, 0.19
09-1-034281, -1707501.83955254, 207658.59106252, -244691.92361543, 12.71, 12.66, 2.98
09-1-034421, -1689791.95749066, 312909.88588997, -255439.43257101, 6.54, 5.22, 1.68
09-1-034427, -1684742.93515579, 332335.41876078, -264108.25787876, 5.10, 4.23, 2.98
09-1-034434, -1686990.37592837, 317906.36635009, -267502.84813277, 6.89, 6.17, 0.29
09-1-034542, -1671944.21171542, 394491.45930848, -259880.35986576, 15.44, 13.24, 1.58
09-1-034566, -1666028.79992207, 421972.33302500, -254649.06831098, 8.78, 8.28, 1.73
09-1-034608, -1658556.31956181, 448475.67716277, -258107.07436058, 4.83, 4.56, 2.69
09-1-034700, -1645895.06277111, 487817.56319405, -267623.29380138, 7.16, 6.82, 1.14
09-1-035065, -1551549.78666173, 738290.31986123, -257253.61631890, 6.60, 6.31, 1.77
09-1-035101, -1539962.56723053, 766186.86754345, -245013.74559954, 4.23, 4.10, 2.13
09-1-035126, -1533910.99385452, 776683.25781880, -249877.85007123, 4.39, 4.18, 1.27
09-1-035399, -1440197.07205354, 938494.51932796, -252228.44970341, 9.69, 9.17, 0.58
09-1-035400, -1434104.88935145, 947162.94011137, -254527.58439482, 6.71, 6.60, 2.45
09-1-035420, -1438691.85194353, 935797.50703500, -270199.07656835, 15.24, 12.21, 1.93
09-1-035527, -1376776.29062645, 1024835.03878518, -269738.66768978, 4.56, 3.97, 1.78
09-1-035565, -1363985.93258079, 1045715.76114042, -254125.32857673, 8.64, 7.93, 0.24
09-1-035566, -1359578.26787612, 1052052.88231097, -251575.88584788, 4.60, 4.16, 1.85
09-1-035678, -1325033.98404025, 1088201.55009592, -280465.84017889, 6.33, 6.06, 3.10
09-1-035766, -1282204.86825413, 1145497.61690363, -249689.09766648, 10.96, 10.48, 1.41
09-1-036009, -1057758.43596039, 1353382.11063174, -260888.31667325, 7.17, 5.63, 2.28
09-1-036092, -1008686.07220138, 1390683.84648387, -259055.21974237, 4.98, 4.60, 1.11
09-1-036162, -977217.49554806, 1412703.21677892, -260527.05751471, 5.92, 5.25, 2.60
09-1-036322, -905071.04707342, 1458820.38413087, -266923.67184962, 5.82, 5.33, 0.81
09-1-036498, -734501.07862709, 1550415.85710994, -274367.62840703, 4.68, 3.68, 2.50
09-1-036519, -723060.62453176, 1556064.83531314, -272771.55561681, 9.61, 9.08, 3.08
09-1-036535, -695226.50744846, 1569681.31092062, -267057.00793563, 6.46, 6.22, 1.73
09-1-036605, -668952.57958450, 1583247.09174224, -253751.55715187, 8.99, 7.24, 2.70
09-1-036606, -675678.71586539, 1582958.09992980, -237193.35318075, 6.43, 5.74, 0.71
09-1-036657, -617136.34600921, 1604597.21387445, -250936.78817735, 15.69, 14.62, 1.31
09-1-036759, -502397.20674638, 1644498.99813170, -248553.51897987, 5.12, 4.67, 2.76
09-1-036762, -510116.44548686, 1643755.10451386, -237506.05977211, 11.35, 10.33, 2.29
09-1-036781, -473751.71509975, 1654238.75432098, -240025.44894782, 4.95, 4.87, 0.16
09-1-036786, -468190.65875998, 1653008.93562053, -258684.60682571, 5.60, 5.06, 1.72
09-1-036996, -317889.20400522, 1686252.40738685, -272136.05523518, 10.53, 9.64, 3.01
09-1-037202, -215772.82462095, 1705432.43962374, -251994.13095171, 11.20, 10.35, 2.17
09-1-037214, -205438.38900454, 1708400.58764047, -240252.49316693, 8.41, 7.83, 0.10
09-1-037275, -183624.54219923, 1710701.26836636, -241540.79968369, 4.91, 4.23, 2.70
09-1-037431, -112968.62028276, 1716133.03178150, -246341.77083851, 5.66, 3.55, 1.43
09-1-037787, -123222.33132076, 1711041.74876881, -275156.59365905, 4.36, 4.21, 2.22
09-1-037795, -141752.64634959, 1707781.59492832, -286263.81412429, 5.16, 4.75, 1.23
09-1-037909, -176676.49452045, 1701241.21659140, -305159.79298486, 4.40, 4.29, 2.16
09-1-037913, -157164.14173665, 1703844.84762809, -301282.13980151, 5.03, 4.42, 0.50
09-1-038031, -267558.91659103, 1691727.37004572, -291598.16801690, 9.11, 8.56, 2.97
09-1-038051, -249189.34510781, 1694710.72512013, -290549.45955476, 5.42, 4.98, 1.41
09-1-038147, -297061.38571448, 1686819.07024759, -291469.92532067, 4.73, 4.25, 0.99
09-1-038390, -418890.17934664, 1659090.26077076, -300847.60970058, 4.37, 3.99, 1.41
09-1-038717, -612392.40235374, 1599925.54998142, -289434.86323536, 4.31, 3.78, 1.34
09-1-038810, -690960.33035739, 1569806.51499455, -277200.44616320, 4.38, 4.31, 2.68
09-1-039088, -958325.72480226, 1419653.64863755, -291125.54524176, 4.71, 3.58, 2.00
09-1-039530, -1186144.75042940, 1235216.16315024, -293019.48966096, 4.05, 3.99, 0.29
09-1-039553, -1212170.37571328, 1213313.35807981, -277619.22726678, 5.70, 5.39, 1.56
09-1-039647, -1258274.07555103, 1166889.01820175, -271431.63042718, 10.27, 8.07, 1.67
09-1-039744, -1275480.15087656, 1139489.88138407, -305404.57583874, 5.25, 4.41, 2.77
09-1-039803, -1322068.74151447, 1088202.67251521, -294122.33210200, 5.97, 5.83, 1.88
09-1-039915, -1364687.30054139, 1034915.82511021, -291781.71066316, 5.43, 5.13, 1.24
09-1-040086, -1419193.62519227, 959710.79168499, -288796.48636538, 6.00, 5.59, 2.93
09-1-040142, -1449808.24079680, 913134.33571532, -287750.77733247, 5.07, 3.80, 1.67
09-1-040418, -1538474.78192830, 750596.97439213, -297082.96384015, 9.49, 9.18, 2.92
09-1-040508, -1554309.70430164, 723102.86145863, -282493.10587003, 5.03, 4.92, 0.79
09-1-040513, -1552153.68418382, 725364.84511435, -288484.90800532, 6.87, 6.49, 1.18
09-1-040574, -1559894.79217816, 711049.41732896, -282304.31001244, 9.82, 8.91, 1.86
09-1-040606, -1571920.14748258, 677919.16202412, -296734.59471191, 5.04, 3.11, 2.12
09-1-040733, -1647675.86162775, 468078.35049116, -290904.92056807, 4.99, 4.35, 1.26
09-1-040930, -1680016.23417190, 320541.01460509, -305544.87538628, 10.94, 10.41, 0.41
09-1-041062, -1694312.42739517, 255212.33369163, -287629.66311898, 5.39, 4.92, 1.67
09-1-041268, -1708871.99407106, 99759.89871427, -297259.53388934, 4.66, 4.23, 2.20
09-1-041363, -1713065.91141032, 82434.29509842, -277792.24279229, 5.11, 4.58, 2.54
09-1-041513, -1707875.94479646, 15917.96411281, -318535.92513890, 5.56, 5.33, 0.09
09-1-041628, -1703375.43309182, 85573.95284629, -331282.34564119, 4.72, 3.97, 1.70
09-1-041637, -1705097.99772136, 80410.38036133, -323625.93977733, 4.22, 3.86, 1.42
09-1-041821, -1696262.98937934, 164377.40558376, -337980.32397672, 4.67, 4.01, 0.88
09-1-041834, -1698621.13868461, 149028.33056644, -333219.96324108, 9.24, 8.03, 2.88
09-1-041842, -1704140.52202060, 104647.66346544, -321733.90828226, 5.97, 3.98, 3.06
09-1-042083, -1685287.83585578, 266742.46355251, -327432.63193285, 5.08, 3.83, 1.07
09-1-042187, -1666279.60148079, 361114.85471517, -334166.29302350, 11.09, 10.27, 2.21
09-1-042312, -1636517.73110587, 495091.32130864, -308630.94358953, 5.97, 5.78, 0.14
09-1-042337, -1608872.17520542, 577834.34116319, -310155.69964501, 5.48, 5.33, 0.73
09-1-042579, -1541411.87917911, 728984.14350417, -333452.09137899, 5.70, 5.33, 0.82
09-1-042626, -1531378.48230849, 751938.73579780, -328674.37005242, 4.70, 3.44, 2.59
09-1-042650, -1511994.04789831, 793881.94951961, -319662.64928361, 4.30, 4.18, 0.53
09-1-042813, -1472847.09606992, 860110.70120762, -330892.38925446, 11.29, 10.45, 2.46
09-1-042818, -1463177.75603799, 875104.29188231, -334457.90850985, 13.67, 13.15, 2.25
09-1-043082, -1348888.43271710, 1041036.03331001, -339562.56188245, 4.99, 4.38, 1.27
09-1-043109, -1353223.49773800, 1043326.91003949, -314346.75751022, 8.54, 8.32, 1.99
09-1-043125, -1370190.63988504, 1025518.51534094, -299078.82750931, 16.43, 13.53, 2.27
09-1-043332, -1288906.52060408, 1121338.04039665, -316037.56153926, 6.26, 5.90, 2.17
09-1-043422, -1208543.00171984, 1207151.66132142, -317438.87531766, 4.41, 3.97, 0.51
09-1-043440, -1215259.00527734, 1195691.82666585, -334701.90578603, 10.02, 9.66, 2.27
09-1-043504, -1148353.42434444, 1265303.04136158, -314406.40311152, 6.42, 6.09, 0.25
09-1-043712, -1008596.57154564, 1377870.61310027, -320568.69688269, 5.13, 4.69, 0.64
09-1-043730, -991678.27272085, 1388845.51008950, -325946.48719937, 5.60, 5.06, 1.43
09-1-043777, -987260.80161306, 1392759.98811757, -322636.76959869, 8.43, 8.15, 1.81
09-1-043819, -917440.64459401, 1443037.29031066, -307416.33401590, 4.95, 4.41, 0.76
09-1-043858, -862900.25035608, 1472838.49621875, -323587.20925203, 5.81, 5.47, 0.13
09-1-043928, -716140.28036749, 1546748.93804309, -336555.46570771, 5.90, 5.13, 0.83
09-1-043968, -714245.80964578, 1553524.51070238, -308177.34837327, 4.25, 4.16, 2.54
09-1-044109, -659592.61543165, 1571334.67772872, -338236.11905772, 7.72, 7.29, 1.55
09-1-044131, -633921.23545466, 1586682.77942001, -314865.66140439, 5.07, 4.49, 1.09
09-1-044270, -507452.41263460, 1628441.25776549, -330499.43860538, 5.37, 5.27, 0.05
09-1-044540, -403342.28338863, 1656838.47733191, -332806.28368968, 9.46, 7.89, 2.33
09-1-044724, -315286.54632075, 1677592.67375491, -323783.83942529, 4.42, 4.11, 0.31
09-1-044811, -277553.68417856, 1684410.22345889, -322931.74434558, 5.39, 5.30, 0.34
09-1-044976, -208147.86533424, 1695179.40447310, -318747.56909980, 7.60, 7.20, 1.39
09-1-045026, -170333.42085359, 1701292.79991316, -308460.84792715, 4.17, 3.85, 0.93
09-1-045148, -124084.74429196, 1704332.33179155, -313708.52561568, 9.83, 7.54, 1.81
09-1-045173, -117721.03702034, 1703051.61818455, -322979.41612717, 4.20, 3.90, 2.85
09-1-045232, -91518.74536846, 1704721.42450562, -322657.62671554, 5.04, 3.38, 1.74
09-1-045309, -47087.30237761, 1704618.46470017, -332591.99593202, 6.29, 5.30, 1.46
09-1-045438, -71775.48693192, 1695465.70430921, -372562.86045037, 6.79, 6.67, 2.92
09-1-045440, -82626.39620275, 1696946.40557863, -363461.87591590, 5.81, 5.46, 0.12
09-1-045450, -76542.81867759, 1700140.02918017, -349605.26038395, 6.53, 6.26, 1.31
09-1-045651, -123806.35542631, 1696297.89750277, -354688.86264408, 5.77, 5.25, 1.10
09-1-045660, -121681.88473514, 1699504.69653084, -339758.83417054, 5.74, 5.37, 1.68
09-1-045690, -151266.12471520, 1696308.04932557, -343826.00440765, 6.35, 4.96, 2.17
09-1-045823, -209450.40857064, 1686295.25535805, -362074.02296562, 13.96, 13.06, 2.67
09-1-045837, -198196.91697665, 1692063.13426914, -340879.87876705, 4.79, 4.31, 1.07
09-1-045983, -287451.57636278, 1675620.48593167, -358087.05418188, 4.79, 4.59, 1.91
09-1-045985, -299051.23273509, 1673450.02662324, -358736.85145843, 5.77, 5.64, 0.08
09-1-046133, -386770.77956091, 1659817.35134243, -337599.59161770, 4.10, 3.94, 0.29
09-1-046138, -386196.10352915, 1660891.97288836, -332940.21086964, 4.71, 4.30, 2.13
09-1-046195, -388966.98691761, 1657068.25800221, -348408.13912673, 5.48, 4.52, 1.79
09-1-046295, -421558.33313957, 1651310.28001358, -337670.98021902, 9.64, 9.16, 2.84
09-1-046402, -510108.66655100, 1622695.62071260, -353845.77266050, 4.35, 4.25, 2.85
09-1-046405, -517122.97452705, 1619287.02324768, -359238.25736961, 4.86, 4.80, 0.37
09-1-046563, -608307.33386267, 1586101.24167317, -364422.55519069, 5.77, 5.59, 2.50
09-1-046790, -732757.87965744, 1531372.30856133, -369490.86913141, 15.28, 14.09, 1.39
09-1-046859, -767878.76928839, 1522055.34047256, -335064.91343486, 4.46, 3.95, 1.45
09-1-047042, -999480.16508794, 1377789.19422016, -348274.45482830, 4.52, 4.03, 2.32
09-1-047109, -1042017.01638329, 1346997.36570483, -344031.09503635, 4.39, 4.21, 0.59
09-1-047140, -1107977.62599187, 1293841.78963590, -341932.39637857, 4.70, 4.20, 2.06
09-1-047678, -1309859.00243807, 1076160.05161639, -380404.64907379, 4.60, 4.55, 3.04
09-1-047878, -1362940.65811104, 1010475.44101662, -374019.92670192, 5.57, 5.03, 0.52
09-1-047884, -1380767.88744496, 984419.55667738, -378096.46577544, 7.35, 7.01, 2.68
09-1-047907, -1401620.94410414, 966444.23471517, -346414.53525283, 10.35, 9.98, 0.44
09-1-047980, -1421071.97810834, 939339.14379323, -341694.55069264, 8.71, 7.74, 0.57
09-1-048040, -1445692.31536104, 896996.11327433, -352037.58617054, 9.17, 8.71, 2.09
09-1-048106, -1457863.40620117, 876007.33990975, -354688.86264408, 5.12, 4.35, 1.12
09-1-048296, -1511379.47431758, 786506.15972401, -340145.41791372, 5.54, 5.20, 1.94
09-1-048347, -1512607.33328560, 771177.54313714, -368596.00140477, 5.01, 4.79, 0.17
09-1-048411, -1523943.90673409, 757918.39275799, -348874.53195554, 6.74, 6.21, 1.01
09-1-048673, -1595867.76412845, 581794.83364484, -365074.80186919, 4.79, 4.71, 2.01
09-1-048675, -1591799.44220312, 590467.39723425, -368892.32657411, 9.08, 8.85, 1.70
09-1-049021, -1687850.80321710, 191500.64513459, -364754.61476510, 5.87, 5.03, 1.56
09-1-049025, -1682923.64697661, 225088.09795466, -368323.37233212, 6.68, 6.19, 3.05
09-1-049152, -1700611.08098812, 100796.62866802, -341058.28075209, 11.19, 10.90, 2.14
09-1-049198, -1699187.96305234, 46156.74435904, -359428.13074134, 5.22, 5.03, 0.69
09-1-049199, -1700750.33799230, 32566.99094747, -353477.63567120, 5.60, 4.95, 1.21
09-1-049605, -1660325.16443037, 338581.66332869, -383720.68698056, 13.94, 13.20, 0.58
09-1-049619, -1654742.33917668, 361518.33137377, -386899.27244287, 4.25, 4.07, 0.38
09-1-049686, -1628293.23955843, 474203.39000165, -377294.35580095, 7.02, 5.98, 3.04
09-1-049700, -1622802.86962441, 493045.20947202, -376797.06441991, 6.99, 6.22, 2.97
09-1-049701, -1624417.30802007, 483673.33961399, -381951.92099464, 4.82, 3.79, 0.61
09-1-049714, -1625665.38413491, 466366.99821276, -397834.94291416, 5.62, 4.97, 3.12
09-1-049762, -1616065.92909325, 508954.50763792, -384519.15684267, 4.48, 3.89, 0.27
09-1-049769, -1609091.95267619, 534150.98167898, -379558.39682993, 4.21, 3.85, 1.46
09-1-049774, -1617153.41176622, 497254.19335761, -395109.94672515, 5.28, 4.98, 2.14
09-1-049804, -1603413.09323549, 545596.52903996, -387233.31460574, 4.55, 3.44, 1.50
09-1-049906, -1549981.16059406, 682653.92948966, -387428.41191092, 4.28, 4.15, 1.60
09-1-049923, -1551310.64980553, 685244.73272494, -377403.87395024, 8.28, 7.60, 2.82
09-1-049930, -1541757.64554562, 700865.33589012, -387724.00409216, 5.24, 3.98, 2.45
09-1-050051, -1512880.21174173, 764376.50379498, -381419.43496165, 14.07, 13.77, 3.02
09-1-050175, -1477875.57940978, 833657.88536316, -373439.50240438, 4.20, 3.99, 1.51
09-1-050232, -1648123.95675067, 373990.85340866, -402960.32652259, 6.09, 5.96, 1.37
09-1-050457, -1434178.59760596, 897671.56137362, -394811.69951009, 4.18, 4.00, 1.98
09-1-050537, -1425554.02718671, 917298.94740230, -380679.80858772, 5.21, 4.90, 2.95
09-1-050601, -1406421.86121969, 940593.42317456, -394740.82708038, 5.34, 5.03, 0.99
09-1-050711, -1375019.85779179, 984090.87451808, -399304.77253406, 6.37, 4.45, 0.33
09-1-050791, -1338570.98715407, 1038115.00562287, -386139.49221754, 5.51, 5.25, 3.06
09-1-051008, -1252006.99250070, 1136206.60607830, -400089.73872540, 9.47, 9.36, 1.07
09-1-051213, -1153946.01047193, 1244883.83232333, -370447.84914466, 5.18, 5.03, 1.07
09-1-051232, -1134184.52460385, 1255711.44043210, -394173.82271920, 8.08, 7.42, 2.01
09-1-051314, -999321.64258799, 1372473.95813352, -369093.82127118, 4.90, 4.03, 1.67
09-1-051344, -986544.64209120, 1374035.17381371, -396630.52111994, 4.67, 4.37, 1.05
09-1-051626, -795162.23481318, 1494349.91850659, -391400.18061601, 4.22, 4.04, 1.70
09-1-051832, -692392.01509309, 1545762.25140740, -387002.73843895, 5.77, 5.14, 0.51
09-1-051874, -679183.59286268, 1553628.86242005, -378821.54775240, 4.96, 3.65, 2.78
09-1-052023, -614105.06245320, 1581619.63652235, -374049.53901355, 5.61, 4.68, 2.70
09-1-052189, -469454.03244227, 1629877.63398139, -376391.51115680, 7.61, 5.44, 2.71
09-1-052378, -381972.44224126, 1649381.47617313, -390123.77449368, 5.75, 5.28, 1.96
09-1-052460, -348318.89240720, 1657047.85155815, -389133.81610794, 5.00, 4.56, 2.58
09-1-052468, -381988.98288253, 1647882.59522008, -396391.38402230, 4.60, 4.11, 2.92
09-1-052527, -327379.86692548, 1659926.39541906, -395000.68926893, 4.62, 4.26, 2.36
09-1-052528, -318615.89410933, 1662831.15825623, -389916.92852855, 5.36, 5.29, 0.83
09-1-052677, -258933.57280999, 1671354.94763149, -397598.79765864, 5.46, 5.29, 1.93
09-1-052871, -167337.70349831, 1686125.08963735, -384108.10338151, 5.70, 4.54, 3.03
09-1-053192, -5554.41714898, 1684719.46645395, -424556.50719455, 4.62, 4.35, 3.09
09-1-053456, -179440.26553866, 1680702.75757326, -401992.77579213, 4.40, 3.92, 0.46
09-1-053813, -340969.52967776, 1645611.73451208, -440749.99610606, 6.34, 5.44, 1.11
09-1-053864, -374579.38347953, 1641422.48121031, -428930.39487718, 5.53, 4.93, 2.18
09-1-053888, -397794.17970691, 1642026.79030751, -405051.31835821, 8.82, 8.50, 0.51
09-1-053938, -400327.45945477, 1634890.92396490, -430613.92446560, 5.14, 3.38, 0.80
09-1-054044, -448049.79149283, 1626967.24145934, -413264.73302403, 4.81, 4.49, 0.56
09-1-054051, -447329.35635290, 1624129.70433474, -425038.71640412, 7.66, 7.49, 2.70
09-1-054284, -564626.46099145, 1593483.62733459, -400706.43738887, 4.73, 3.59, 0.39
